citing_paper_eid,citing_paper_doi,citing_paper_title,cited_data_paper_title,mention_count,mentioned_sections,prediction_rule1,prediction_rule2
2-s2.0-85166304956,10.1016/j.scitotenv.2023.165788,Plastic and paint debris in marine protected areas of Peru,Preparation and investigation of the structural properties of α-Al2O3 nanoparticles using the sol-gel method,2,['X-ray diffractometry'],1,0
2-s2.0-85196736721,10.1016/j.quaint.2024.05.008,Moche chronology of ancient Peru: Bayesian assessment of radiocarbon dates and ceramic styles from north to south,"p3k14c, a synthetic global database of archaeological radiocarbon dates",1,['Introduction'],0,0
2-s2.0-85090198455,10.1016/j.cdc.2020.100519,Synthesis of new substituted (2H-chromen-2-one)-phenol derivatives: An approach to molecular docking and antimicrobial assession,"Synthesis of coumarin-piperazine derivatives as potent anti-microbial and anti-inflammatory agents, and molecular docking studies",1,['Rationale'],0,0
2-s2.0-85149330840,10.1016/j.ecolind.2023.110087,"Upscaling remote sensing inversion and dynamic monitoring of soil salinization in the Yellow River Delta, China",GLC_FCS30: Global land-cover product with fine classification system at 30ĝ€¯m using time-series Landsat imagery,0,[],0,0
2-s2.0-85163566858,10.1016/j.chiabu.2023.106299,Do parenting behaviors intended as discipline vary by household religious affiliation in Cameroon?,Multiple Indicator Cluster Surveys: Delivering Robust Data on Children and Women across the Globe,1,['Sample'],0,0
2-s2.0-85207870119,10.1016/j.jiph.2024.102571,Proteomic analysis of post-COVID condition: Insights from plasma and pellet blood fractions,Targeted lipidomics data of COVID-19 patients,0,[],0,0
2-s2.0-85098936669,10.1016/j.neurobiolaging.2020.12.010,Volumetric distribution of perivascular space in relation to mild cognitive impairment,Considerations and code for partial volume correcting [18F]-AV-1451 tau PET data,0,[],0,0
2-s2.0-85096661790,10.1016/j.sajce.2020.11.005,Understanding the behavioral trends of the effect of water salinity and sand size on oil recovery in sandstone reservoirs,Dataset on experimental investigation of gum arabic coated alumina nanoparticles for enhanced recovery of nigerian medium crude oil,0,[],0,0
2-s2.0-105003911484,10.1016/j.jsg.2025.105445,"Multi-millennia slip rate relationships between closely spaced across-strike faults: Temporal earthquake clustering of the Skinos and Pisia Faults, Greece, from in situ 36Cl cosmogenic exposure dating",Fault Scarp Dating Tool - a MATLAB code for fault scarp dating using in-situ chlorine-36 supplemented with datasets of Yavansu and Kalafat faults,0,[],0,0
2-s2.0-85207003586,10.1016/j.agrformet.2024.110282,Evaluating the phase evolution of CMIP GCMs for agricultural climate-change impact assessments in China,Global monthly gridded atmospheric carbon dioxide concentrations under the historical and future scenarios,1,['Data collection and processing'],0,1
2-s2.0-85218446247,10.1016/j.jenvman.2025.124599,The distribution and driving climatic factors of agricultural drought in China: Past and future perspectives,The first high-resolution meteorological forcing dataset for land process studies over China,1,['Data sources'],0,1
2-s2.0-85186491468,10.1016/j.aspen.2024.102214,Physical and chemical variables of the soil of nests of Liometopum apiculatum MAYR in north-central Mexico,Mexico ants: incidence and abundance along the Nearctic–Neotropical interface,0,[],0,0
2-s2.0-85184837866,10.1016/j.compag.2024.108680,Harnessing quantum computing for smart agriculture: Empowering sustainable crop management and yield optimization,Crop Origins and Phylo Food: A database and a phylogenetic tree to stimulate comparative analyses on the origins of food crops,1,['Quantum computing application in urban and controlled environment farming'],0,0
2-s2.0-85049573254,10.1016/j.dib.2018.06.093,Survey dataset on architect׳s awareness and adoption of building envelope technologies for energy efficient housing in Lagos State,Learning analytics for smart campus: Data on academic performances of engineering undergraduates in Nigerian private university,0,[],0,0
2-s2.0-85129556150,10.1016/j.etran.2022.100166,A fusion prognostics strategy for fuel cells operating under dynamic conditions,Long-term dynamic durability test datasets for single proton exchange membrane fuel cell,3,['Vehicle-oriented long-term accelerated stress test experiments'],1,1
2-s2.0-85170423844,10.1016/j.jenvman.2023.118869,"Refined assessment of space-time changes, influencing factors and socio-economic impacts of the terrestrial ecosystem quality: A case study of the GBA",GLC_FCS30: Global land-cover product with fine classification system at 30ĝ€¯m using time-series Landsat imagery,0,[],0,0
2-s2.0-85175166432,10.1016/j.quascirev.2023.108368,Holocene vertical velocity fields in the calabrian arc (southern Italy): New insights from uplifted sea-level markers in the Crotone Peninsula,Last Interglacial sea-level proxies in the western Mediterranean,2,['Introduction'],1,0
2-s2.0-85168777376,10.1016/j.envres.2023.116911,"Distribution, sources and main controlling factors of nitrate in a typical intensive agricultural region, northwestern China: Vertical profile perspectives",Nitrate transport velocity data in the global unsaturated zones,1,['Main controlling factors of nitrate in groundwater'],0,0
2-s2.0-85176270078,10.1016/j.molliq.2023.123518,Molecular dynamics study of the effect of oxidation aging of FAMEs on biodiesel properties,"Investigation of the corrosion of stainless steel, copper and aluminium in sunflower biodiesel solution: Experimental and theoretical approaches",1,['Introduction'],0,0
2-s2.0-85196867431,10.1016/j.ijdrr.2024.104605,Nationwide evaluation of changes in fluvial and pluvial flood damage and the effectiveness of adaptation measures in Japan under population decline,Development of CMIP6-Based Climate Scenarios for Japan Using Statistical Method and Their Applicability to Heat-Related Impact Studies,1,['Climate scenario data based on the CMIP6'],0,1
2-s2.0-85123702522,10.1016/j.atmosres.2022.106046,A study on the dynamic spatial spillover effect of urban form on PM2.5 concentration at county scale in China,The first high-resolution meteorological forcing dataset for land process studies over China,1,['Meteorological data'],0,1
2-s2.0-85170434888,10.1016/j.molliq.2023.122910,Investigating the use of Moringa Oleifera leaf extract as an environment-friendly corrosion inhibitor for API 5L X52 steel in 1 M HCl,"Electrochemical, molecular dynamics, adsorption studies and anti-corrosion activities of Moringa Leaf biomolecules on carbon steel surface in alkaline and acid environment",1,['Electrochemical impedance spectroscopy (EIS) analyses'],0,0
2-s2.0-85208220306,10.1016/j.accpm.2024.101441,Early deep-to-light sedation versus continuous light sedation for ICU patients with mechanical ventilation: A cohort study,"MIMIC-IV, a freely accessible electronic health record dataset",1,['Data source'],0,1
2-s2.0-85137580007,10.1016/j.agrformet.2022.109114,Multiple gap-filling for eddy covariance datasets,The FLUXNET2015 dataset and the ONEFlux processing pipeline for eddy covariance data,3,"['Look-up tables', 'Introduction']",1,0
2-s2.0-85118491607,10.1016/j.dib.2021.107531,Dataset of seized wildlife and their intended uses,United States wildlife and wildlife product imports from 2000–2014,1,['Data sources'],0,1
2-s2.0-85201377655,10.1016/j.rse.2024.114354,Global mapping of human-transformed dike-pond systems,NESEA-Rice10: High-resolution annual paddy rice maps for Northeast and Southeast Asia from 2017 to 2019,1,['Limitations and uncertainties'],0,0
2-s2.0-85166963213,10.1016/j.scitotenv.2023.165674,"Developmental programming: Impact of preconceptional and gestational exposure to a real-life environmental chemical mixture on maternal steroid, cytokine and oxidative stress milieus in sheep",Curation of a list of chemicals in biosolids from EPA National Sewage Sludge Surveys & Biennial Review Reports,2,"['Introduction', 'Strengths and limitations']",1,0
2-s2.0-85204739894,10.1016/j.carbpol.2024.122783,"Starch/polyacrylamide hydrogels with flexibility, conductivity and sensitivity enhanced by two imidazolium-based ionic liquids for wearable electronics: Effect of anion structure",Raman spectroscopic data from Formic Acid Decomposition in subcritical and supercritical water,1,['Raman spectroscopy analysis'],0,0
2-s2.0-85183194021,10.1016/j.revip.2024.100091,Machine learning for anomaly detection in particle physics,LHC physics dataset for unsupervised New Physics detection at 40 MHz,1,['Real-time anomaly detection'],0,0
2-s2.0-85141242969,10.1016/j.egyr.2022.10.343,Mitigation of air pollution and corresponding impacts during a global energy transition towards 100% renewable energy system by 2050,High resolution temporal profiles in the Emissions Database for Global Atmospheric Research,0,[],0,0
2-s2.0-85144817654,10.1016/j.scitotenv.2022.161157,Widespread missing super-emitters of nitrogen oxides across China inferred from year-round satellite observations,Air pollution emissions from Chinese power plants based on the continuous emission monitoring systems network,1,['Introduction'],0,0
2-s2.0-85105484825,10.5004/dwt.2021.26979,Adsorption and desorption studies of phenolic compounds on hydroxyapatite-sodium alginate composite,Kinetic and modeling data on phenol removal by Iron-modified Scoria Powder (FSP) from aqueous solutions,0,[],0,0
2-s2.0-85151518995,10.1016/j.arabjc.2023.104815,Collaborative impact of Cu/TiO2 nano composites for elimination of cationic dye from aqueous solution: Kinetics and isothermal modeling,"Characterization, kinetic, and isotherm data for adsorption of Pb2+ from aqueous solution by adsorbent from mixture of bagasse-bentonite",0,[],0,0
2-s2.0-85084545270,10.1016/j.parepi.2020.e00145,Future use-cases of vaccines in malaria control and elimination,Analysis-ready datasets for insecticide resistance phenotype and genotype frequency in African malaria vectors,1,['Malaria control and elimination'],0,0
2-s2.0-85150473842,10.1016/j.fpsl.2023.101055,Antibacterial castor oil-based waterborne polyurethane/gelatin films for packaging of strawberries,"UV screening, swelling and in-vitro cytotoxicity study of novel chitosan/poly (1-vinylpyrrolidone-co-vinyl acetate) blend films",1,"['Moisture content (MC), water solubility (WS) and swelling behaviors (SR)']",0,0
2-s2.0-85216772566,10.1016/j.rineng.2025.104167,Ultra-wideband (UWB) antennas for breast cancer detection with microwave imaging: A review,Dataset of breast ultrasound images,1,['Introduction'],0,0
2-s2.0-85211712060,10.1016/j.agsy.2024.104243,"Enhancing simulations of biomass and nitrous oxide emissions in vineyard, orchard, and vegetable cropping systems",Gridded daily weather data for North America with comprehensive uncertainty quantification,1,['Model calibration and evaluation'],0,0
2-s2.0-85214666281,10.1016/j.scs.2025.106130,Mountainous landscapes and tree species diversity enhance ecosystem multifunctionality in an urban green heart area,The 30m annual land cover dataset and its dynamics in China from 1990 to 2019,0,[],0,0
2-s2.0-86000359834,10.1016/j.surfin.2025.106134,Synthesis and adsorption efficiency of magnetically separable sawdust-based activated carbon for ibuprofen removal,Ibuprofen removal using coconut husk activated Biomass,0,[],0,0
2-s2.0-85196529267,10.1016/j.scitotenv.2024.174087,Exploring the actual spatial resolution of 1 km satellite soil moisture products,ERA5-Land: A state-of-the-art global reanalysis dataset for land applications,1,['Statistical intercomparison'],0,0
2-s2.0-85148625852,10.1016/j.chemosphere.2023.138088,Modified biochar prepared from Retinervus luffae fructus for dyes adsorption and aerobic sludge granulation,Sorption studies of methyl red dye removal using lemon grass (Cymbopogon citratus),1,['Introduction'],0,0
2-s2.0-85181167362,10.1016/j.arabjc.2023.105584,"Design of new dipeptide inhibitors against SARS-CoV 3CLpro: 3D-QSAR, molecular docking, MD simulation, ADMET studies and retrosynthesis strategy","Rational design of novel potential EGFR inhibitors by 3D-QSAR, molecular docking, molecular dynamics simulation, and pharmacokinetics studies",1,['Partial least squares (PLS) method'],0,1
2-s2.0-85210120741,10.1016/j.scitotenv.2024.177626,"Effects of sublethal concentration of thiamethoxam formulation on the wild stingless bee, Partamona helleri Friese (Hymenoptera: Apidae): Histopathology, oxidative stress and behavioral changes",Data supporting the spectrophotometric method for the estimation of catalase activity,1,['Oxidative stress'],0,0
2-s2.0-85115603472,10.1016/j.ygeno.2021.09.013,Differential analysis of chromatin accessibility and gene expression profiles identifies cis-regulatory elements in rat adipose and muscle,An ATAC-seq atlas of chromatin accessibility in mouse tissues,4,"['Introduction', 'Mapping of the open chromatin landscape in rat adipose and muscle tissues', 'Discussion']",1,0
2-s2.0-85144021459,10.1016/j.jics.2022.100739,Molecular modeling of the photovoltaic properties of amino naphthalene and N-alkylated-isoquinoline dye,Exploring the spectral features and quantum chemical computations of a novel biologically active heterocyclic class of compound 2MEFPBA dye: Experimental and theoretical approach,0,[],0,0
2-s2.0-85053457814,10.1016/j.cdc.2018.09.002,Bioremediation: Data on biologically-mediated remediation of crude oil (Escravos Light) polluted soil using Aspergillus niger,Smart campus: Data on energy consumption in an ICT-driven university,0,[],0,0
2-s2.0-85173628578,10.1016/j.reactfunctpolym.2023.105741,Preparation of a novel polymer microspheres and application in solid phase extraction combined with hollow fiber membrane system for capturing lactic acid from simulated fermentation broth,Liquid-liquid extraction of lactic acid using non-toxic solvents,0,[],0,0
2-s2.0-85195663857,10.1016/j.molstruc.2024.138891,The preparation of Zr-TiO2@g-C3N4 nanocomposites to remove ciprofloxacin from water,Direct Blue 71 removal from aqueous solution by laccase-mediated system; A dataset,1,['Introduction'],0,0
2-s2.0-85075468394,10.1016/j.molstruc.2019.127317,"Synthesis, spectroscopic characterizations, DFT, molecular docking and molecular dynamics simulations of a novel 2-methyl-3H-benzimidazolo[1,2-b][1,2,4]triazepin-4(5H)-one","Synthesis, crystal structure, Hirshfeld surface analysis, and DFT calculations of new 1-[(1-benzyl-1H-1,2,3-triazol-4-yl)methyl]-6-methoxy-1H-benzimidazol-2(3H)-one",0,[],0,0
2-s2.0-85218412851,10.1016/j.molstruc.2025.141761,"Synthesis, antifungal activity, molecular docking and DFT analysis of new (E)-4-(4-aryl)-2-(2-(1-(2,4-dimethoxyphenyl)ethylidene)hydrazineyl)thiazoles: An integrated experimental and theoretical study","Electronic structure, vibrational (FT-IR and FT-Raman), UV–Vis and NMR analysis of 5-(4-(2-(5-ethylpyridin-2-yl) ethoxy) benzyl) thiazolidine-2,4-dione by quantum chemical method",0,[],0,0
2-s2.0-85169603700,10.1016/j.rse.2023.113790,Monitoring spring leaf phenology of individual trees in a temperate forest fragment with multi-scale satellite time series,Tracking vegetation phenology across diverse biomes using Version 2.0 of the PhenoCam Dataset,1,['Discussion'],0,0
2-s2.0-105007798970,10.1016/j.knosys.2025.113838,Multi-modal evidential fusion network for trustworthy PET/CT tumor segmentation,A whole-body FDG-PET/CT Dataset with manually annotated Tumor Lesions,1,['Datasets and preprocessing'],0,1
2-s2.0-85205377658,10.1016/j.scitotenv.2024.176423,CALIPSO-based aerosol extinction profile estimation from MODIS and MERRA-2 data using a hybrid model of Transformer and CNN,A global land aerosol fine-mode fraction dataset (2001-2020) retrieved from MODIS using hybrid physical and deep learning approaches,0,[],0,0
2-s2.0-85164668607,10.1016/j.biocon.2023.110194,Transboundary conservation opportunities for Cerrado's plant species,"LCVP, The Leipzig catalogue of vascular plants, a new taxonomic reference list for all known vascular plants",1,['Species list'],0,0
2-s2.0-85112774911,10.1016/j.intermet.2021.107323,"Microstructures and mechanical properties of CrNb, CrNbTi, and CrNbTaTi concentrated refractory alloys",Expanded dataset of mechanical properties and observed phases of multi-principal element alloys,1,['Discussion'],0,0
2-s2.0-85210031434,10.1016/j.jhazmat.2024.136651,Insights into the photoaging behavior of biodegradable and nondegradable microplastics: Spectroscopic and molecular characteristics of dissolved organic matter release,Dataset on specific UV absorbances (SUVA254) at stretch components of Perak River basin,1,['Data analysis and related parameters'],0,1
2-s2.0-85175715532,10.1016/j.jhazmat.2023.132906,Identification of novel NRF2-dependent genes as regulators of lead and arsenic toxicity in neural progenitor cells,ChIP-Seq analysis of the adult male mouse brain after developmental exposure to arsenic,0,[],0,0
2-s2.0-85200124174,10.1016/j.biombioe.2024.107311,A supply chain optimization for bioenergy potential estimation of giant reed (Arundo donax L.) on marginal land in China,A high spatial resolution dataset of China’s biomass resource potential,0,[],0,0
2-s2.0-85125278381,10.1016/j.envres.2022.112901,Viral diversity and biogeochemical potential revealed in different prawn-culture sediments by virus-enriched metagenome analysis,"Viral metagenomes of Lake Soyang, the largest freshwater lake in South Korea",1,['Predominant families and novelty of viruses in mariculture sediments'],0,0
2-s2.0-85192499658,10.1016/j.dib.2024.110459,Techno-economic data and assumptions for open energy modelling of decarbonisation pathways in the Philippines,"Selected ‘Starter kit’ energy system modelling data for selected countries in Africa, East Asia, and South America (#CCG, 2021)",1,['Background'],0,0
2-s2.0-85168804966,10.1016/j.lwt.2023.115223,Effect of gibberellic acid on cell wall degradation and softening in postharvest okras,"Extraction, texture analysis and polysaccharide epitope mapping data of sequential extracts of strawberry, apple, tomato and aubergine fruit parenchyma",1,['Introduction'],0,0
2-s2.0-85123993623,10.1016/j.ecolind.2022.108620,Growing-season vegetation coverage patterns and driving factors in the China-Myanmar Economic Corridor based on Google Earth Engine and geographic detector,The global dataset of historical yields for major crops 1981–2016,1,['Anthropogenic activity data'],0,1
2-s2.0-105008540154,10.1016/j.imavis.2025.105603,Enhancing radiology report generation: A prior knowledge-aware transformer network for effective alignment and fusion of multi-modal radiological data,"MIMIC-CXR, a de-identified publicly available database of chest radiographs with free-text reports",1,['Limitation and discussion'],0,0
2-s2.0-85195851388,10.1016/j.ese.2024.100434,Land use and river-lake connectivity: Biodiversity determinants of lake ecosystems,The 30m annual land cover dataset and its dynamics in China from 1990 to 2019,0,[],0,0
2-s2.0-85117787998,10.1016/j.ejmech.2021.113921,Coumarin–benzimidazole hybrids: A review of developments in medicinal chemistry,Synthesis and characterization of 3-[3-(1H-benzimidazol-2-ylsulfanyl)-3-phenyl propanoyl]-2H-chromen-2-one derivatives as potential biological agents,3,"['Antimicrobial activity', 'Other biological activity', 'Antioxidant activity']",1,0
2-s2.0-85185200666,10.1016/j.jclepro.2024.141147,Is the assessment approach of Sustainable Development Goal 11.3.1 justified? Evidence from the drivers of future urban land use efficiency,Provincial and gridded population projection for China under shared socioeconomic pathways from 2010 to 2100,0,[],0,0
2-s2.0-105001946231,10.1016/j.ijdrr.2025.105440,Advancing regional analysis of road infrastructure exposure to fault displacement hazard: A New Zealand case study,SURE 2.0 – New release of the worldwide database of surface ruptures for fault displacement hazard analyses,0,[],0,0
2-s2.0-85013146982,10.1016/j.pmatsci.2017.02.001,Recent progress in marine foul-release polymeric nanocomposite coatings,Data on photo-nanofiller models for self-cleaning foul release coating of ship hulls,3,"['Recent FR silicone nanocomposite coatings', 'Graphene-related materials in self-cleaning FR coatings', 'Photo-induced superhydrophilic FR nanocomposite coatings']",1,0
2-s2.0-85141256311,10.1016/j.enmm.2022.100753,Application of multivariate and geospatial techniques to assess groundwater quality of two major dumpsites in Sierra Leone,"Data on water quality index development for groundwater quality assessment from Obulavaripalli Mandal, YSR district, A.P India",0,[],0,0
2-s2.0-85190067618,10.1016/j.jsg.2024.105117,"The relationship between kinematics and fault geometry for surface coseismic ruptures on across-strike faults: New observations of slip vectors and displacements along the Pisia and Skinos faults from the 1981 Eastern Gulf of Corinth, Greece earthquakes",Fault2SHA Central Apennines database and structuring active fault data for seismic hazard assessment,1,['Discussion'],0,0
2-s2.0-85193837673,10.1016/j.media.2024.103201,A comprehensive survey on deep active learning in medical image analysis,MedMNIST v2 - A large-scale lightweight benchmark for 2D and 3D biomedical image classification,0,[],0,0
2-s2.0-85185155470,10.1016/j.jretconser.2024.103723,Importance and performance in PLS-SEM and NCA: Introducing the combined importance-performance map analysis (cIPMA),Dataset on an extended technology acceptance model: A combined application of PLS-SEM and NCA,1,"['The conceptual model, data, and PLS-SEM analyses (steps 1 to 3)']",0,1
2-s2.0-85115988993,10.1016/j.ocecoaman.2021.105916,Exploring space geodetic technology for physical coastal vulnerability index and management strategies: A review,33 years of globally calibrated wave height and wind speed data based on altimeter observations,1,['Mean significant wave height'],0,0
2-s2.0-85053521213,10.1016/j.dib.2018.08.184,"Data on health risk assessment of fluoride in water distribution network of Iranshahr, Iran","Groundwater quality assessment for irrigation purposes based on irrigation water quality index and its zoning with GIS in the villages of Chabahar, Sistan and Baluchistan, Iran",0,[],0,0
2-s2.0-85207882624,10.1016/j.media.2024.103371,An objective comparison of methods for augmented reality in laparoscopic liver resection by preoperative-to-intraoperative image fusion from the MICCAI2022 challenge,The Dresden Surgical Anatomy Dataset for Abdominal Organ Segmentation in Surgical Data Science,0,[],0,0
2-s2.0-85204984969,10.1016/j.resconrec.2024.107934,Assessment of forest disturbance and soil erosion in wind farm project using satellite observations,Harmonised global datasets of wind and solar farm locations and power,1,['Wind turbine data'],0,1
2-s2.0-85167832973,10.1016/j.techfore.2023.122774,Does financial inclusion achieve the dual dividends of narrowing carbon inequality within cities and between cities? Empirical evidence from China,County-level CO2 emissions and sequestration in China during 1997–2017,1,['Data'],0,1
2-s2.0-85200807393,10.1016/j.bbagen.2024.130674,B cell epitope mapping: The journey to better vaccines and therapeutic antibodies,Mapping the topographic epitope landscape on the urokinase plasminogen activator receptor (uPAR) by surface plasmon resonance and X-ray crystallography,2,['X-ray crystallography'],1,0
2-s2.0-85183574378,10.1016/j.labeco.2024.102509,The impact of high temperatures on performance in work-related activities,ERA5-Land: A state-of-the-art global reanalysis dataset for land applications,1,['Data and sample'],0,1
2-s2.0-85177039920,10.1016/j.scitotenv.2023.168402,Spatial variation in the recovery potential of freshwater macroinvertebrate assemblages: Moving towards spatially defined assemblage vulnerability to chemicals,"DISPERSE, a trait database to assess the dispersal potential of European aquatic macroinvertebrates",2,"['Introduction', 'Ecological trait, landscape factor and riverine assemblage datasets']",1,1
2-s2.0-85097108135,10.1016/j.eja.2020.126197,Redefining the field to mobilize three-dimensional diversity and ecosystem services on the arable farm,A dataset of meta-analyses on crop diversification at the global scale,1,['Introduction'],0,0
2-s2.0-85153388721,10.1016/j.jclepro.2023.137201,Spatiotemporal variations of the global compound heat wave and the drivers of its spatial heterogeneity,Development and validation of the CHIRTS-daily quasi-global high-resolution daily temperature data set,1,['Temperature datasets for heat wave detection'],0,1
2-s2.0-105001558082,10.1016/j.brainresbull.2025.111327,Pad2 deletion induces anxiety‑like behaviors and memory deficits in mice,Systematic phenotyping and characterization of the 5xFAD mouse model of Alzheimer’s disease,0,[],0,0
2-s2.0-85217261181,10.1016/j.atmosres.2025.107972,Improving soil surface evaporation estimates with transformer-based model,ERA5-Land: A state-of-the-art global reanalysis dataset for land applications,1,['Gridded forcing and comparison data'],0,1
2-s2.0-85197019856,10.1016/j.apgeog.2024.103333,Incorporating spatial autocorrelation in dasymetric mapping: A hierarchical Poisson spatial disaggregation regression model,Improving intelligent dasymetric mapping population density estimates at 30ĝ€¯m resolution for the conterminous United States by excluding uninhabited areas,0,[],0,0
2-s2.0-105005737254,10.1016/j.foreco.2025.122770,"Perspectives: Land use history, climate change, institutional capacity and war drive forest fire damage in the Siversky Donets basin of eastern Ukraine: A historical review",Version 3 of the Global Aridity Index and Potential Evapotranspiration Database,1,['Study area'],0,0
2-s2.0-85213288083,10.1016/j.eneco.2024.108162,Responding to perceived environmental policy uncertainty with green technological innovation engagement: Evidence from a text-based measure,A news-based climate policy uncertainty index for China,2,['Introduction'],1,0
2-s2.0-85217907673,10.1016/j.oneear.2025.101197,Mapping sand flows and stocks,A database seed for a community-driven material intensity research platform,0,[],0,0
2-s2.0-85201282999,10.1016/j.patcog.2024.110875,Towards trustworthy dataset distillation,MedMNIST v2 - A large-scale lightweight benchmark for 2D and 3D biomedical image classification,0,[],0,0
2-s2.0-85194067732,10.1016/j.fuel.2024.131935,High throughput screening of promoted bimetallic catalysts supported on alumina for production of light olefins via Fischer-Tropsch synthesis with artificial neural network and response surface methodology,Analysis of waste groundnut oil biodiesel production using response surface methodology and artificial neural network,1,['ANN modeling'],0,0
